time	I_imag	d/dt
0	1,00835305513e-05	0
900	1,9724191814e-05	1,60677687711e-07
1800	1,55182808173e-06	-3,02872728871e-07
2700	2,6195521797e-05	4,10728228588e-07
3600	2,52159198084e-05	-1,632669981e-08
4500	2,0434467479e-05	-7,96908721578e-08
5400	1,59739833651e-05	-7,43414018972e-08
6300	1,38204273668e-05	-3,5892599972e-08
7200	1,66149776917e-05	4,65758387479e-08
8100	1,05029817178e-05	-1,01866599565e-07
9000	8,81114699782e-06	-2,81972453331e-08
9900	9,71236865434e-06	1,5020360942e-08
10800	8,10018610458e-06	-2,68697091625e-08
11700	8,97637793296e-06	1,46031971397e-08
12600	1,03296259017e-05	2,25541328116e-08
13500	1,13871204676e-05	1,7624909432e-08
14400	8,72865375149e-06	-4,43077786015e-08
15300	7,28248426615e-06	-2,41028247555e-08
16200	1,0389798965e-05	5,17885783138e-08
17100	9,27753393643e-06	-1,85377504759e-08
18000	8,18924491095e-06	-1,81381504246e-08
18900	8,96536762824e-06	1,29353786216e-08
19800	7,80590368328e-06	-1,93243990827e-08
20700	9,64714112217e-06	3,06872906482e-08
21600	1,21038465275e-05	4,09450900883e-08
22500	1,27753178029e-05	1,11911879243e-08
23400	1,3349532588e-05	9,57024641783e-09
24300	1,23679138358e-05	-1,63603125373e-08
25200	1,66106506283e-05	7,07122798759e-08
26100	1,79899757113e-05	2,29887513829e-08
27000	1,70591886234e-05	-1,55131181312e-08
27900	2,26913902923e-05	9,38700278147e-08
28800	3,43621536969e-05	1,94512723409e-07
29700	4,04710299787e-05	1,01814604697e-07
30600	9,90512801344e-05	9,76337502597e-07
31500	7,21745062937e-05	-4,4794623068e-07
32400	4,829059004e-05	-3,98065270895e-07
33300	5,66971963546e-05	1,40110105244e-07
34200	4,11923008573e-05	-2,58414924956e-07
35100	8,75793596863e-05	7,7311764715e-07
36000	2,36813191234e-05	-1,06496734271e-06
36900	3,91695823766e-05	2,58137720887e-07
37800	7,0340971108e-05	5,19523145523e-07
38700	-5,16373633176e-07	-1,18095574569e-06
39600	-2,20646361654e-06	-2,81681663893e-08
40500	-1,07854825596e-05	-1,42983649051e-07
41400	-1,34449808499e-05	-4,43249715062e-08
42300	-1,82788946816e-06	1,93618189697e-07
43200	-1,46968347781e-06	5,9700998391e-09
44100	-1,07602540328e-07	2,2701348958e-08
